-90.00000,-0.55526,0.29815,
-89.00000,-0.55526,0.29815,
-88.00000,-0.55526,0.29815,
-87.00000,-0.55526,0.29815,
-86.00000,-0.55526,0.29815,
-85.00000,-0.55526,0.29815,
-84.00000,-0.55526,0.29815,
-83.00000,-0.55526,0.29815,
-82.00000,-0.55526,0.29815,
-81.00000,-0.55526,0.29815,
-80.00000,-0.55526,0.29815,
-79.00000,-0.55526,0.29815,
-78.00000,-0.55526,0.29815,
-77.00000,-0.55526,0.29815,
-76.00000,-0.55526,0.29815,
-75.00000,-0.55526,0.29815,
-74.00000,-0.55526,0.29815,
-73.00000,-0.55526,0.29815,
-72.00000,-0.55526,0.29815,
-71.00000,-0.55526,0.29815,
-70.00000,-0.55526,0.29815,
-69.00000,-0.55526,0.29815,
-68.00000,-0.55526,0.29815,
-67.00000,-0.55526,0.29815,
-66.00000,-0.55526,0.29815,
-65.00000,-0.55526,0.29815,
-64.00000,-0.55526,0.29815,
-63.00000,-0.55526,0.29815,
-62.00000,-0.55526,0.29815,
-61.00000,-0.55526,0.29815,
-60.00000,-0.55526,0.29815,
-59.00000,-0.55526,0.29815,
-58.00000,-0.55526,0.29815,
-57.00000,-0.55526,0.29815,
-56.00000,-0.55526,0.29815,
-55.00000,-0.55526,0.29815,
-54.00000,-0.55526,0.29815,
-53.00000,-0.55526,0.29815,
-52.00000,-0.55526,0.29815,
-51.00000,-0.55526,0.29815,
-50.00000,-0.55526,0.29815,
-49.00000,-0.55526,0.29815,
-48.00000,-0.55526,0.29815,
-47.00000,-0.55526,0.29815,
-46.00000,-0.55526,0.29815,
-45.00000,-0.55526,0.29815,
-44.00000,-0.55526,0.29815,
-43.00000,-0.55526,0.29815,
-42.00000,-0.55526,0.29815,
-41.00000,-0.55526,0.29815,
-40.00000,-0.55526,0.29815,
-39.00000,-0.55526,0.29815,
-38.00000,-0.55526,0.29815,
-37.00000,-0.55526,0.29815,
-36.00000,-0.55526,0.29815,
-35.00000,-0.55526,0.29815,
-34.00000,-0.55526,0.29815,
-33.00000,-0.55526,0.29815,
-32.00000,-0.55526,0.29815,
-31.00000,-0.55526,0.29815,
-30.00000,-0.55526,0.29815,
-29.00000,-0.55526,0.29815,
-28.00000,-0.55526,0.29815,
-27.00000,-0.55526,0.29815,
-26.00000,-0.55526,0.29815,
-25.00000,-0.55526,0.29815,
-24.00000,-0.55526,0.29815,
-23.00000,-0.55526,0.29815,
-22.00000,-0.55526,0.29815,
-21.00000,-0.55526,0.29815,
-20.00000,-0.55526,0.29815,
-19.00000,-0.60789,0.29668,
-18.00000,-0.66500,0.28421,
-17.00000,-0.74000,0.22776,
-16.00000,-0.79905,0.17276,
-15.00000,-0.79429,0.12357,
-14.00000,-0.78550,0.07807,
-13.00000,-0.74050,0.06577,
-12.00000,-0.69632,0.05393,
-11.00000,-0.65947,0.04625,
-10.00000,-0.62500,0.03875,
-9.00000,-0.60000,0.03200,
-8.00000,-0.58300,0.02577,
-7.00000,-0.59800,0.02162,
-6.00000,-0.59000,0.01660,
-5.00000,-0.49000,0.00807,
-4.00000,-0.38800,0.00042,
-3.00000,-0.26800,0.00068,
-2.00000,-0.14905,0.00096,
-1.00000,-0.03952,0.00158,
0.00000,0.07000,0.00220,
1.00000,0.17952,0.00291,
2.00000,0.28905,0.00363,
3.00000,0.41250,0.00429,
4.00000,0.53750,0.00494,
5.00000,0.65800,0.00559,
6.00000,0.77800,0.00624,
7.00000,0.83714,0.00771,
8.00000,0.88952,0.00929,
9.00000,0.91684,0.01528,
10.00000,0.93789,0.02239,
11.00000,0.93182,0.02351,
12.00000,0.96200,0.03416,
13.00000,0.99182,0.05011,
14.00000,1.01556,0.06031,
15.00000,1.02800,0.06876,
16.00000,1.01400,0.08450,
17.00000,0.96200,0.10104,
18.00000,0.90556,0.12937,
19.00000,0.80182,0.30833,
20.00000,0.67000,0.32110,
21.00000,0.68429,0.34434,
22.00000,0.69857,0.36758,
23.00000,0.73316,0.40064,
24.00000,0.77000,0.43480,
25.00000,0.83667,0.48280,
26.00000,0.90333,0.53080,
27.00000,0.89638,0.54492,
28.00000,0.88126,0.55528,
29.00000,0.86613,0.56564,
30.00000,0.85100,0.57600,
31.00000,0.87790,0.62140,
32.00000,0.90480,0.66680,
33.00000,0.93170,0.71220,
34.00000,0.95860,0.75760,
35.00000,0.98550,0.80300,
36.00000,1.01240,0.84840,
37.00000,1.03930,0.89380,
38.00000,1.06620,0.93920,
39.00000,1.09310,0.98460,
40.00000,1.12000,1.03000,
41.00000,1.11800,1.06300,
42.00000,1.11600,1.09600,
43.00000,1.11400,1.12900,
44.00000,1.11200,1.16200,
45.00000,1.11000,1.19500,
46.00000,1.10800,1.22800,
47.00000,1.10600,1.26100,
48.00000,1.10400,1.29400,
49.00000,1.10200,1.32700,
50.00000,1.10000,1.36000,
51.00000,1.08310,1.38600,
52.00000,1.06620,1.41200,
53.00000,1.04930,1.43800,
54.00000,1.03240,1.46400,
55.00000,1.01550,1.49000,
56.00000,0.99860,1.51600,
57.00000,0.98170,1.54200,
58.00000,0.96480,1.56800,
59.00000,0.94790,1.59400,
60.00000,0.93100,1.62000,
61.00000,0.91550,1.66200,
62.00000,0.90000,1.70400,
63.00000,0.88450,1.74600,
64.00000,0.86900,1.78800,
65.00000,0.85350,1.83000,
66.00000,0.83800,1.87200,
67.00000,0.82250,1.91400,
68.00000,0.80700,1.95600,
69.00000,0.79150,1.99800,
70.00000,0.77600,2.04000,
71.00000,0.74690,2.06800,
72.00000,0.71780,2.09600,
73.00000,0.68870,2.12400,
74.00000,0.65960,2.15200,
75.00000,0.63050,2.18000,
76.00000,0.60140,2.20800,
77.00000,0.57230,2.23600,
78.00000,0.54320,2.26400,
79.00000,0.51410,2.29200,
80.00000,0.48500,2.32000,
81.00000,0.44740,2.31500,
82.00000,0.40980,2.31000,
83.00000,0.37220,2.30500,
84.00000,0.33460,2.30000,
85.00000,0.29700,2.29500,
86.00000,0.25940,2.29000,
87.00000,0.22180,2.28500,
88.00000,0.18420,2.28000,
89.00000,0.14660,2.27500,
90.00000,0.10900,2.27000,